match_url,player1,player2,status,Location,Surface,date,match_duration_mnt,score_sets,sets_duration,aces_match,double_faults_match,first_serve_prc_match,first_serve_cnt_match,second_serve_prc_match,second_serve_cnt_match,points_won_match,break_points_prc_match,break_points_cnt_match,first_serve_points_prc_match,first_serve_points_cnt_match,second_serve_points_prc_match,second_serve_points_cnt_match,max_points_in_a_row_match,receiver_points_won_match,aces_set1,double_faults_set1,first_serve_prc_set1,first_serve_cnt_set1,second_serve_prc_set1,second_serve_cnt_set1,points_won_set1,break_points_prc_set1,break_points_cnt_set1,first_serve_points_prc_set1,first_serve_points_cnt_set1,second_serve_points_prc_set1,second_serve_points_cnt_set1,max_points_in_a_row_set1,receiver_points_won_set1,aces_set2,double_faults_set2,first_serve_prc_set2,first_serve_cnt_set2,second_serve_prc_set2,second_serve_cnt_set2,points_won_set2,break_points_prc_set2,break_points_cnt_set2,first_serve_points_prc_set2,first_serve_points_cnt_set2,second_serve_points_prc_set2,second_serve_points_cnt_set2,max_points_in_a_row_set2,receiver_points_won_set2,aces_set3,double_faults_set3,first_serve_prc_set3,first_serve_cnt_set3,second_serve_prc_set3,second_serve_cnt_set3,points_won_set3,break_points_prc_set3,break_points_cnt_set3,first_serve_points_prc_set3,first_serve_points_cnt_set3,second_serve_points_prc_set3,second_serve_points_cnt_set3,max_points_in_a_row_set3,receiver_points_won_set3,score_pbp,serving_idxs,k1,k2,player1_win,round
https://www.sofascore.com/zverev-schwartzman/ZwusnTx,Zverev A.,Schwartzman D.,Ended,London ,Hardcourt indoor,"18 Nov 2020, 17:25",131,"[('6', '3'), ('4', '6'), ('6', '3')]","[39, 53, 39]","['10', '0']","['3', '2']","[0.8048780487804879, 0.6774193548387096]","['66', '63']","[0.8125, 0.9333333333333333]","['13', '28']","['95', '80']","[0.4166666666666667, 0.3333333333333333]","['5', '3']","[0.7272727272727273, 0.6031746031746031]","['48', '38']","[0.375, 0.4666666666666667]","['6', '14']","['7', '5']","['41', '28']","['2', '0']","['3', '1']","[0.7333333333333333, 0.5]","['22', '14']","[0.625, 0.9285714285714286]","['5', '13']","['33', '25']","[0.6666666666666666, 0.25]","['2', '1']","[0.7272727272727273, 0.5]","['16', '7']","[0.375, 0.5]","['3', '7']","['7', '3']","['14', '11']","['4', '0']","['0', '1']","[0.7575757575757576, 0.6944444444444444]","['25', '25']","[1.0, 0.9090909090909091]","['8', '10']","['33', '36']","[0.2, 0.4]","['1', '2']","[0.64, 0.64]","['16', '16']","[0.375, 0.5454545454545454]","['3', '6']","['5', '5']","['14', '14']","['4', '0']","['0', '0']","[1.0, 0.8275862068965517]","['19', '24']","[0, 1.0]","['0', '5']","['29', '19']","[0.5, 0]","['2', '0']","[0.8421052631578947, 0.625]","['16', '15']","[0, 0.2]","['0', '1']","['6', '4']","['13', '3']","defaultdict(<class 'list'>, {'3rd set': [[('0', '15'), ('0', '30'), ('0', '40'), ('15', '40')], [('0', '15'), ('15', '15'), ('30', '15'), ('40', '15')], [('0', '15'), ('15', '15'), ('15', '30'), ('15', '40')], [('15', '0'), ('30', '0'), ('40', '0')], [('15', '0'), ('30', '0'), ('30', '15'), ('40', '15')], [('15', '0'), ('15', '15'), ('30', '15'), ('40', '15')], [('15', '0'), ('30', '0'), ('30', '15'), ('40', '15'), ('40', '30'), ('40', '40'), ('40', 'A')], [('15', '0'), ('30', '0'), ('40', '0'), ('40', '15')], [('15', '0'), ('15', '15'), ('30', '15'), ('30', '30'), ('40', '30')]], '2nd set': [[('15', '0'), ('15', '15'), ('30', '15'), ('40', '15'), ('40', '30'), ('40', '40'), ('40', 'A')], [('15', '0'), ('30', '0'), ('40', '0'), ('40', '15'), ('40', '30'), ('40', '40'), ('A', '40'), ('40', '40'), ('40', 'A'), ('40', '40'), ('A', '40'), ('40', '40'), ('A', '40')], [('15', '0'), ('30', '0'), ('40', '0'), ('40', '15'), ('40', '30')], [('15', '0'), ('30', '0'), ('40', '0')], [('0', '15'), ('0', '30'), ('0', '40'), ('15', '40'), ('30', '40'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A')], [('0', '15'), ('0', '30'), ('0', '40'), ('15', '40')], [('0', '15'), ('15', '15'), ('15', '30'), ('15', '40')], [('15', '0'), ('30', '0'), ('40', '0')], [('0', '15'), ('0', '30'), ('15', '30'), ('15', '40')], [('15', '0'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40')]], '1st set': [[('15', '0'), ('15', '15'), ('30', '15'), ('40', '15'), ('40', '30')], [('15', '0'), ('15', '15'), ('15', '30'), ('30', '30'), ('40', '30'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A')], [('15', '0'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40')], [('15', '0'), ('15', '15'), ('30', '15'), ('30', '30'), ('30', '40'), ('40', '40'), ('A', '40')], [('15', '0'), ('15', '15'), ('30', '15'), ('40', '15'), ('40', '30')], [('15', '0'), ('15', '15'), ('30', '15'), ('40', '15')], [('15', '0'), ('30', '0'), ('40', '0')], [('0', '15'), ('0', '30'), ('0', '40'), ('15', '40')], [('15', '0'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40'), ('40', '40'), ('A', '40')]]})","{'3rd set': [1, 0, 1, 0, 1, 0, 1, 0, 1], '2nd set': [1, 0, 1, 0, 1, 0, 1, 0, 1, 0], '1st set': [0, 1, 0, 1, 0, 1, 0, 1, 0]}",1.28,3.75,1,A
https://www.sofascore.com/medvedev-djokovic/HXfsevpb,Djokovic N.,Medvedev D.,Ended,London ,Hardcourt indoor,"18 Nov 2020, 23:00",81,"[('3', '6'), ('3', '6')]","[47, 34]","['3', '9']","['3', '4']","[0.6323529411764706, 0.7142857142857143]","['43', '40']","[0.88, 0.75]","['22', '12']","['54', '70']","[0.0, 0.375]","['0', '3']","[0.6511627906976745, 0.8]","['28', '32']","[0.44, 0.5625]","['11', '9']","['5', '8']","['15', '29']","['2', '2']","['3', '3']","[0.6744186046511628, 0.6551724137931034]","['29', '19']","[0.7857142857142857, 0.7]","['11', '7']","['32', '40']","[0, 0.3333333333333333]","['0', '2']","[0.6551724137931034, 0.7894736842105263]","['19', '15']","[0.2857142857142857, 0.5]","['4', '5']","['5', '6']","['9', '20']","['1', '7']","['0', '1']","[0.56, 0.7777777777777778]","['14', '21']","[1.0, 0.8333333333333334]","['11', '5']","['22', '30']","[0.0, 0.5]","['0', '1']","[0.6428571428571429, 0.8095238095238095]","['9', '17']","[0.6363636363636364, 0.6666666666666666]","['7', '4']","['4', '4']","['6', '9']",,,,,,,,,,,,,,,,"defaultdict(<class 'list'>, {'2nd set': [[('0', '15'), ('0', '30'), ('0', '40')], [('15', '0'), ('15', '15'), ('30', '15'), ('30', '30'), ('40', '30'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A')], [('0', '15'), ('15', '15'), ('15', '30'), ('30', '30'), ('40', '30'), ('40', '40'), ('40', 'A')], [('0', '15'), ('15', '15'), ('15', '30'), ('30', '30'), ('40', '30')], [('15', '0'), ('15', '15'), ('15', '30'), ('30', '30'), ('30', '40')], [('15', '0'), ('15', '15'), ('30', '15'), ('40', '15')], [('0', '15'), ('0', '30'), ('0', '40')], [('15', '0'), ('30', '0'), ('40', '0')], [('0', '15'), ('0', '30'), ('15', '30'), ('15', '40')]], '1st set': [[('15', '0'), ('30', '0'), ('40', '0'), ('40', '15'), ('40', '30')], [('0', '15'), ('0', '30'), ('0', '40'), ('15', '40')], [('15', '0'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40'), ('40', '40'), ('A', '40')], [('15', '0'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A'), ('40', '40'), ('40', 'A')], [('15', '0'), ('30', '0'), ('40', '0'), ('40', '15')], [('0', '15'), ('0', '30'), ('15', '30'), ('15', '40')], [('0', '15'), ('15', '15'), ('15', '30'), ('15', '40'), ('30', '40'), ('40', '40'), ('A', '40'), ('40', '40'), ('A', '40'), ('40', '40'), ('A', '40'), ('40', '40'), ('A', '40'), ('40', '40'), ('40', 'A')], [('0', '15'), ('0', '30'), ('0', '40'), ('15', '40')], [('0', '15'), ('15', '15'), ('30', '15'), ('40', '15'), ('40', '30'), ('40', '40'), ('40', 'A')]]})","{'2nd set': [1, 0, 1, 0, 1, 0, 1, 0, 1], '1st set': [0, 1, 0, 1, 0, 1, 0, 1, 0]}",1.4,3.0,0,A
